id,ident,type,name,latitude_deg,longitude_deg,elevation_ft,continent,iso_country,iso_region,municipality,scheduled_service,gps_code,iata_code,local_code,home_link,wikipedia_link,keywords
12243,5A8,medium_airport,Aleknagik / New Airport,59.2826004028,-158.617996216,66,NA,US,US-AK,Aleknagik,yes,5A8,WKK,5A8,NA,https://en.wikipedia.org/wiki/Aleknagik_Airport,NA
3,AGGH,medium_airport,Honiara International Airport,-9.4280004501343,160.05499267578,28,OC,SB,SB-CT,Honiara,yes,AGGH,HIR,NA,NA,https://en.wikipedia.org/wiki/Honiara_International_Airport,Henderson Field
4,AGGM,medium_airport,Munda Airport,-8.327969551086426,157.26300048828125,10,OC,SB,SB-WE,NA,yes,AGGM,MUA,NA,NA,https://en.wikipedia.org/wiki/Munda_Airport,NA
8,ANYN,medium_airport,Nauru International Airport,-0.547458,166.919006,22,OC,NR,NR-14,Yaren District,yes,ANYN,INU,NA,NA,https://en.wikipedia.org/wiki/Nauru_International_Airport,ANAU
314558,AXF,medium_airport,Alxa Left Banner Bayanhot Airport,38.74831,105.58858,4560,AS,CN,CN-15,Bayanhot,yes,ZBAL,AXF,NA,NA,https://en.wikipedia.org/wiki/Alxa_Left_Banner_Bayanhot_Airport,NA
53,AYBK,medium_airport,Buka Airport,-5.4223198890686035,154.67300415039062,11,OC,PG,PG-NSB,Buka Island,yes,AYBK,BUA,NA,NA,https://en.wikipedia.org/wiki/Buka_Airport,NA
54,AYCH,medium_airport,Chimbu Airport,-6.024290084838867,144.9709930419922,4974,OC,PG,PG-CPK,Kundiawa,yes,AYCH,CMU,NA,NA,https://en.wikipedia.org/wiki/Chimbu_Airport,NA
55,AYDU,medium_airport,Daru Airport,-9.08675956726,143.207992554,20,OC,PG,PG-WPD,Daru,yes,AYDU,DAU,NA,NA,https://en.wikipedia.org/wiki/Daru_Airport,NA
56,AYGA,medium_airport,Goroka Airport,-6.081689834590001,145.391998291,5282,OC,PG,PG-EHG,Goronka,yes,AYGA,GKA,NA,NA,https://en.wikipedia.org/wiki/Goroka_Airport,NA
57,AYGN,medium_airport,Gurney Airport,-10.3114995956,150.333999634,88,OC,PG,PG-MBA,Gurney,yes,AYGN,GUR,NA,NA,https://en.wikipedia.org/wiki/Gurney_Airport,NA
58,AYGR,medium_airport,Girua Airport,-8.80453968048,148.309005737,311,OC,PG,PG-NPP,Popondetta,yes,AYGR,PNP,NA,NA,https://en.wikipedia.org/wiki/Girua_Airport,NA
59,AYHK,medium_airport,Kimbe Airport,-5.462170124053955,150.40499877929688,66,OC,PG,PG-WBK,Hoskins,yes,AYHK,HKN,NA,NA,https://en.wikipedia.org/wiki/Hoskins_Airport,NA
60,AYKM,medium_airport,Kerema Airport,-7.96361017227,145.770996094,10,OC,PG,PG-GPK,Kerema,yes,AYKM,KMA,NA,NA,https://en.wikipedia.org/wiki/Kerema_Airport,NA
61,AYKV,medium_airport,Kavieng Airport,-2.57940006256,150.807998657,7,OC,PG,PG-NIK,Kavieng,yes,AYKV,KVG,NA,NA,https://en.wikipedia.org/wiki/Kavieng_Airport,NA
62,AYMD,medium_airport,Madang Airport,-5.20707988739,145.789001465,20,OC,PG,PG-MPM,Madang,yes,AYMD,MAG,NA,NA,https://en.wikipedia.org/wiki/Madang_Airport,NA
63,AYMH,medium_airport,Mount Hagen Kagamuga Airport,-5.826789855957031,144.29600524902344,5388,OC,PG,PG-WHM,Mount Hagen,yes,AYMH,HGU,NA,NA,https://en.wikipedia.org/wiki/Mount_Hagen_Airport,NA
64,AYMN,medium_airport,Mendi Airport,-6.14774,143.656998,5680,OC,PG,PG-SHM,Mendi,yes,AYMN,MDU,NA,NA,https://en.wikipedia.org/wiki/Mendi_Airport,NA
65,AYMO,medium_airport,Momote Airport,-2.06189,147.423996,12,OC,PG,PG-MRL,Manus Island,yes,AYMO,MAS,NA,NA,https://en.wikipedia.org/wiki/Momote_Airport,NA
66,AYNZ,medium_airport,Nadzab Airport,-6.569803,146.725977,239,OC,PG,PG-MPL,Lae,yes,AYNZ,LAE,NA,NA,https://en.wikipedia.org/wiki/Lae_Nadzab_Airport,MFO
67,AYPY,large_airport,Port Moresby Jacksons International Airport,-9.443380355834961,147.22000122070312,146,OC,PG,PG-NCD,Port Moresby,yes,AYPY,POM,NA,NA,https://en.wikipedia.org/wiki/Jacksons_International_Airport,NA
68,AYTK,medium_airport,Tokua Airport,-4.34045982361,152.380004883,32,OC,PG,PG-EBR,Tokua,yes,AYTK,RAB,NA,NA,https://en.wikipedia.org/wiki/Rabaul_Airport,NA
69,AYVN,medium_airport,Vanimo Airport,-2.6926,141.3028,10,OC,PG,PG-SAN,Vanimo,yes,AYVN,VAI,NA,NA,https://en.wikipedia.org/wiki/Vanimo_Airport,NA
70,AYWD,medium_airport,Wapenamanda Airport,-5.6433000564575195,143.89500427246094,5889,OC,PG,PG-EPW,NA,yes,AYWD,WBM,NA,NA,https://en.wikipedia.org/wiki/Wapenamanda_Airport,NA
71,AYWK,medium_airport,Wewak International Airport,-3.58383011818,143.669006348,19,OC,PG,PG-ESW,Wewak,yes,AYWK,WWK,NA,NA,https://en.wikipedia.org/wiki/Wewak_International_Airport,NA
27301,BCW,medium_airport,Benguera Island Airport,-21.853300094604492,35.43830108642578,NA,AF,MZ,MZ-I,Benguera Island,yes,NA,BCW,NA,NA,https://en.wikipedia.org/wiki/Benguera_Island_Airport,NA
31697,BGAA,medium_airport,Aasiaat Airport,68.7218017578,-52.7846984863,74,NA,GL,GL-U-A,Aasiaat,yes,BGAA,JEG,NA,http://airgreenland.com/om_rejsen/efter_rejsen/din_destination_/aasiaat/,https://en.wikipedia.org/wiki/Aasiaat_Airport,NA
113,BGBW,medium_airport,Narsarsuaq Airport,61.1604995728,-45.4259986877,112,NA,GL,GL-U-A,Narsarsuaq,yes,BGBW,UAK,NA,NA,https://en.wikipedia.org/wiki/Narsarsuaq_Airport,NA
114,BGGH,medium_airport,Godthaab / Nuuk Airport,64.19090271,-51.6781005859,283,NA,GL,GL-U-A,Nuuk,yes,BGGH,GOH,NA,NA,https://en.wikipedia.org/wiki/Nuuk_Airport,Nuussuaq
115,BGSF,medium_airport,Kangerlussuaq Airport,67.0122218992,-50.7116031647,165,NA,GL,GL-U-A,Kangerlussuaq,yes,BGSF,SFJ,NA,NA,https://en.wikipedia.org/wiki/Kangerlussuaq_Airport,Sondre Stromfjord
31700,BGSS,medium_airport,Sisimiut Airport,66.951302,-53.729301,33,NA,GL,GL-U-A,Sisimiut,yes,BGSS,JHS,NA,https://www.mit.gl/en/todays-flights/airports/sisimiut-airport/,https://en.wikipedia.org/wiki/Sisimiut_Airport,NA
116,BGTL,medium_airport,Thule Air Base,76.5311965942,-68.7032012939,251,NA,GL,GL-U-A,Thule,yes,BGTL,THU,NA,NA,https://en.wikipedia.org/wiki/Thule_Air_Base,Pituffik
117,BIAR,medium_airport,Akureyri Airport,65.660003662109375,-18.07270050048828,6,EU,IS,IS-6,Akureyri,yes,BIAR,AEY,NA,NA,https://en.wikipedia.org/wiki/Akureyri_Airport,NA
119,BIEG,medium_airport,Egilsstaðir Airport,65.2833023071289,-14.401399612426758,76,EU,IS,IS-7,Egilsstaðir,yes,BIEG,EGS,NA,NA,https://en.wikipedia.org/wiki/Egilssta%C3%B0ir_Airport,NA
120,BIHN,medium_airport,Hornafjörður Airport,64.295601,-15.2272,24,EU,IS,IS-8,Höfn,yes,BIHN,HFN,NA,NA,https://en.wikipedia.org/wiki/Hornafj%C3%B6r%C3%B0ur_Airport,NA
121,BIHU,medium_airport,Húsavík Airport,65.952301,-17.426001,48,EU,IS,IS-6,Húsavík,yes,BIHU,HZK,NA,NA,https://en.wikipedia.org/wiki/H%C3%BAsav%C3%ADk_Airport,NA
122,BIIS,medium_airport,Ísafjörður Airport,66.05809783935547,-23.135299682617188,8,EU,IS,IS-4,Ísafjörður,yes,BIIS,IFJ,NA,NA,https://en.wikipedia.org/wiki/%C3%8Dsafj%C3%B6r%C3%B0ur_Airport,NA
123,BIKF,large_airport,Keflavik International Airport,63.985001,-22.6056,171,EU,IS,IS-2,Reykjavík,yes,BIKF,KEF,NA,https://www.isavia.is/en/keflavik-airport,https://en.wikipedia.org/wiki/Keflav%C3%ADk_International_Airport,"Keflavik Naval Air Station,REK"
125,BIRK,medium_airport,Reykjavik Airport,64.1299972534,-21.9405994415,48,EU,IS,IS-1,Reykjavik,yes,BIRK,RKV,NA,NA,https://en.wikipedia.org/wiki/Reykjav%C3%ADk_Airport,REK
4614,BKPR,large_airport,Priština Adem Jashari International Airport,42.5728,21.035801,1789,EU,XK,XK-01,Prishtina,yes,BKPR,PRN,NA,http://www.airportpristina.com/,https://en.wikipedia.org/wiki/Pristina_International_Airport,"LYPR, Pristina, Slatina Air Base"
333222,BR-0569,medium_airport,Glauber de Andrade Rocha Airport,-14.907885,-40.914804,2940,SA,BR,BR-BA,Vitória da Conquista,yes,SBVC,VDC,BA0005,NA,https://en.wikipedia.org/wiki/Glauber_Rocha_Airport,NA
42216,BZ-BGK,medium_airport,Big Creek Airport,16.519369,-88.407913,22,NA,BZ,BZ-SC,Big Creek,yes,MZBG,BGK,NA,NA,https://en.wikipedia.org/wiki/Big_Creek_Airport_(Belize),NA
30861,BZ-CUK,medium_airport,Caye Caulker Airport,17.734699,-88.032501,2,NA,BZ,BZ-BZ,Caye Caulker,yes,MZCK,CUK,NA,NA,https://en.wikipedia.org/wiki/Caye_Caulker_Airport,NA
30867,BZ-CYC,medium_airport,Caye Chapel Airport,17.683792,-88.044985,3,NA,BZ,BZ-BZ,Caye Chapel,yes,MZCP,CYC,NA,NA,https://en.wikipedia.org/wiki/Caye_Chapel_Airport,NA
42209,BZ-CZH,medium_airport,Corozal Municipal Airport,18.382200241088867,-88.41190338134766,40,NA,BZ,BZ-CZL,Corozal,yes,NA,CZH,NA,NA,https://en.wikipedia.org/wiki/Corozal_Airport,Ranchito Airport
42207,BZ-DGA,medium_airport,Dangriga Airport,16.98250961303711,-88.230987548828125,508,NA,BZ,BZ-SC,Dangriga,yes,NA,DGA,NA,NA,https://en.wikipedia.org/wiki/Dangriga_Airport,Stann Creek Airport
42217,BZ-PLJ,medium_airport,Placencia Airport,16.536956787109375,-88.36151123046875,3,NA,BZ,BZ-SC,Placencia,yes,NA,PLJ,NA,NA,https://en.wikipedia.org/wiki/Placencia_Airport,NA
35305,BZ-PND,medium_airport,Punta Gorda Airport,16.102399826,-88.80829620360001,7,NA,BZ,BZ-TOL,Punta Gorda,yes,NA,PND,NA,NA,https://en.wikipedia.org/wiki/Punta_Gorda_Airport,NA
42210,BZ-SJX,medium_airport,Sartaneja Airport,18.35610008239746,-88.13079833984375,3,NA,BZ,BZ-CZL,Sartaneja,yes,NA,SJX,NA,NA,https://en.wikipedia.org/wiki/Sartaneja_Airport,NA
32370,BZ-SPR,medium_airport,John Greif II Airport,17.9139,-87.9711,4,NA,BZ,BZ-CY,San Pedro,yes,MZSP,SPR,NA,NA,https://en.wikipedia.org/wiki/San_Pedro_Airport,NA
42215,BZ-TZA,medium_airport,Sir Barry Bowen Municipal Airport,17.51639,-88.194443,8,NA,BZ,BZ-BZ,Belize City,yes,MZBE,TZA,NA,NA,https://en.wikipedia.org/wiki/Belize_City_Municipal_Airport,Belize City Municipal
44100,CN-0024,medium_airport,Zhangjiakou Ningyuan Airport,40.7386016846,114.930000305,2347,AS,CN,CN-13,Zhangjiakou,yes,ZBZJ,ZQZ,NA,NA,https://en.wikipedia.org/wiki/Zhangjiakou_Ningyuan_Airport,"Zhangjiakou Air Base, 张家口宁远机场"
44103,CN-0027,medium_airport,Baoshan Yunduan Airport,25.053301,99.168297,5453,AS,CN,CN-53,NA,yes,ZPBS,BSD,NA,NA,https://en.wikipedia.org/wiki/Baoshan_Yunduan_Airport,NA
44116,CN-0040,medium_airport,Lintsang Airfield,23.738100051900002,100.025001526,6230,AS,CN,CN-53,Lincang,yes,ZPLC,LNJ,NA,NA,https://en.wikipedia.org/wiki/Lincang_Airport,Lincang Airport
44122,CN-0046,medium_airport,Shigatse Air Base,29.3519,89.311401,3782,AS,CN,CN-54,Xigazê,yes,ZURK,RKZ,NA,NA,https://en.wikipedia.org/wiki/Shigatse_Peace_Airport,NA
44126,CN-0050,medium_airport,Bao'anying Airport,26.54,101.79852,1620,AS,CN,CN-51,Panzhihua,yes,ZUZH,PZI,NA,NA,https://en.wikipedia.org/wiki/Panzhihua_Bao'anying_Airport,"Xining Air Base, 攀枝花保安营机场"
44139,CN-0061,medium_airport,Foshan Shadi Airport,23.0833,113.07,6,AS,CN,CN-44,"Nanhai, Foshan",yes,ZGFS,FUO,NA,NA,https://en.wikipedia.org/wiki/Foshan_Shadi_Airport,Guangzhou Shadi Air Base
323907,CN-0067,medium_airport,Xinyang Minggang Airport,32.540819,114.079141,312,AS,CN,CN-41,Xinyang,yes,ZHXY,XAI,NA,NA,https://en.wikipedia.org/wiki/Xinyang_Minggang_Airport,"Queshan Air Base, 信阳明港机场"
44146,CN-0068,medium_airport,Huizhou Pingtan Airport,23.049999,114.599998,50,AS,CN,CN-44,"Pingtan, Huizhou",yes,ZGHZ,HUZ,NA,NA,https://en.wikipedia.org/wiki/Huizhou_Airport,"Huiyang Air Base, Pingtan Airport"
44159,CN-0081,medium_airport,Jinggangshan Airport,26.856899261499997,114.736999512,281,AS,CN,CN-36,Ji'an,yes,ZSJA,JGS,NA,NA,https://en.wikipedia.org/wiki/Jinggangshan_Airport,Tiahe Air Base
44160,CN-0082,medium_airport,Baise Youjiang Airport,23.7206,106.959999,490,AS,CN,CN-45,Baise (Tianyang),yes,ZGBS,AEB,NA,NA,https://en.wikipedia.org/wiki/Baise_Youjiang_Airport,"Tian Yang Air Base, Bose airport, 百色右江机场"
44191,CN-0113,medium_airport,Altay Airport,47.749886,88.085808,2460,AS,CN,CN-65,Altay,yes,ZWAT,AAT,NA,NA,https://en.wikipedia.org/wiki/Altay_Airport,Altay Air Base
44208,CN-0130,medium_airport,Tianshui Maijishan Airport,34.5593986511,105.86000061,3590,AS,CN,CN-62,Tianshui,yes,ZLTS,THQ,NA,NA,https://en.wikipedia.org/wiki/Tianshui_Maijishan_Airport,"Tianshui Air Base, 天水麦积山机场"
44221,CN-0143,medium_airport,Zhangye Ganzhou Airport,38.8018989563,100.675003052,5280,AS,CN,CN-62,Zhangye,yes,ZLZY,YZY,NA,NA,https://en.wikipedia.org/wiki/Zhangye_Ganzhou_Airport,"Zhangye Southeast Air Base, 张掖甘州机场"
44267,CN-0189,medium_airport,Dandong Langtou Airport,40.0247,124.286003,30,AS,CN,CN-21,"Zhenxing, Dandong",yes,ZYDD,DDG,NA,http://www.ddcei.gov.cn/english/index.html,https://en.wikipedia.org/wiki/Dandong_Airport,NA
44646,CY-0002,medium_airport,Lefkoniko Airport,35.235947,33.724358,146,AS,CY,CY-03,Geçitkale,yes,LCGK,GEC,NA,NA,https://en.wikipedia.org/wiki/Geçitkale_Air_Base,Geçitkale Air Base
1652,CYAC,medium_airport,Cat Lake Airport,51.72719955444336,-91.82440185546875,1344,NA,CA,CA-ON,Cat Lake,yes,CYAC,YAC,NA,NA,https://en.wikipedia.org/wiki/Cat_Lake_Airport,NA
1654,CYAG,medium_airport,Fort Frances Municipal Airport,48.65420150756836,-93.439697265625,1125,NA,CA,CA-ON,Fort Frances,yes,CYAG,YAG,NA,NA,https://en.wikipedia.org/wiki/Fort_Frances_Municipal_Airport,NA
1657,CYAM,medium_airport,Sault Ste Marie Airport,46.485001,-84.509399,630,NA,CA,CA-ON,Sault Ste Marie,yes,CYAM,YAM,NA,http://www.saultairport.com/,https://en.wikipedia.org/wiki/Sault_Ste._Marie_Airport,NA
1658,CYAQ,medium_airport,Kasabonika Airport,53.52470016479492,-88.6427993774414,672,NA,CA,CA-ON,Kasabonika,yes,CYAQ,XKS,NA,NA,https://en.wikipedia.org/wiki/Kasabonika_Airport,YAQ
1659,CYAS,medium_airport,Kangirsuk Airport,60.027198791503906,-69.99919891357422,403,NA,CA,CA-QC,Kangirsuk,yes,CYAS,YKG,NA,NA,https://en.wikipedia.org/wiki/Kangirsuk_Airport,YAS
1660,CYAT,medium_airport,Attawapiskat Airport,52.9275016784668,-82.43190002441406,31,NA,CA,CA-ON,Attawapiskat,yes,CYAT,YAT,NA,NA,https://en.wikipedia.org/wiki/Attawapiskat_Airport,NA
1664,CYAX,medium_airport,Lac Du Bonnet Airport,50.294399,-96.010002,850,NA,CA,CA-MB,Lac Du Bonnet,yes,CYAX,NA,NA,NA,https://en.wikipedia.org/wiki/Lac_du_Bonnet_Airport,YAX
1665,CYAY,medium_airport,St. Anthony Airport,51.3918991089,-56.083099365200006,108,NA,CA,CA-NL,St. Anthony,yes,CYAY,YAY,NA,NA,https://en.wikipedia.org/wiki/St._Anthony_Airport,NA
1666,CYAZ,medium_airport,Tofino / Long Beach Airport,49.079833,-125.775583,80,NA,CA,CA-BC,Tofino,yes,CYAZ,YAZ,NA,http://www.acrd.bc.ca/long-beach-airport,https://en.wikipedia.org/wiki/Tofino_Airport,NA
1668,CYBB,medium_airport,Kugaaruk Airport,68.534401,-89.808098,56,NA,CA,CA-NU,Kugaaruk,yes,CYBB,YBB,NA,NA,https://en.wikipedia.org/wiki/Kugaaruk_Airport,"YBB, Pelly Bay Townsite Airport"
1669,CYBC,medium_airport,Baie-Comeau Airport,49.1325,-68.204399,71,NA,CA,CA-QC,Baie-Comeau,yes,CYBC,YBC,YBC,NA,https://en.wikipedia.org/wiki/Baie-Comeau_Airport,NA
1670,CYBD,medium_airport,Bella Coola Airport,52.387501,-126.596001,117,NA,CA,CA-BC,Bella Coola,yes,CYBD,QBC,NA,NA,https://en.wikipedia.org/wiki/Bella_Coola_Airport,YBD
1671,CYBE,medium_airport,Uranium City Airport,59.5614013671875,-108.48100280761719,1044,NA,CA,CA-SK,Uranium City,yes,CYBE,YBE,NA,NA,https://en.wikipedia.org/wiki/Uranium_City_Airport,NA
1672,CYBF,medium_airport,Bonnyville Airport,54.304199,-110.744003,1836,NA,CA,CA-AB,Bonnyville,yes,CYBF,YBY,NA,http://town.bonnyville.ab.ca/livingin/airport/index.html,https://en.wikipedia.org/wiki/Bonnyville_Airport,YBF
1673,CYBG,medium_airport,CFB Bagotville,48.33060073852539,-70.99639892578125,522,NA,CA,CA-QC,Bagotville,yes,CYBG,YBG,NA,NA,https://en.wikipedia.org/wiki/CFB_Bagotville,Bagotville Airport
1674,CYBK,medium_airport,Baker Lake Airport,64.29889678960001,-96.077796936,59,NA,CA,CA-NU,Baker Lake,yes,CYBK,YBK,NA,NA,https://en.wikipedia.org/wiki/Baker_Lake_Airport,NA
1675,CYBL,medium_airport,Campbell River Airport,49.950802,-125.271004,346,NA,CA,CA-BC,Campbell River,yes,CYBL,YBL,YBL,NA,https://en.wikipedia.org/wiki/Campbell_River_Airport,NA
1677,CYBQ,medium_airport,Tadoule Lake Airport,58.7061,-98.512199,923,NA,CA,CA-MB,Tadoule Lake,yes,CYBQ,XTL,NA,NA,https://en.wikipedia.org/wiki/Tadoule_Lake_Airport,YBQ
1678,CYBR,medium_airport,Brandon Municipal Airport,49.91,-99.951897,1343,NA,CA,CA-MB,Brandon,yes,CYBR,YBR,NA,NA,https://en.wikipedia.org/wiki/Brandon_Airport,NA
1679,CYBT,medium_airport,Brochet Airport,57.8894,-101.679001,1136,NA,CA,CA-MB,Brochet,yes,CYBT,YBT,NA,NA,https://en.wikipedia.org/wiki/Brochet_Airport,NA
1681,CYBV,medium_airport,Berens River Airport,52.358898,-97.018303,728,NA,CA,CA-MB,Berens River,yes,CYBV,YBV,NA,NA,https://en.wikipedia.org/wiki/Berens_River_Airport,NA
1683,CYBX,medium_airport,Lourdes de Blanc Sablon Airport,51.443599700899995,-57.185298919699996,121,NA,CA,CA-QC,Lourdes-De-Blanc-Sablon,yes,CYBX,YBX,NA,NA,https://en.wikipedia.org/wiki/Lourdes-de-Blanc-Sablon_Airport,NA
1684,CYCA,medium_airport,Cartwright Airport,53.68280029296875,-57.041900634765625,40,NA,CA,CA-NL,Cartwright,yes,CYCA,YRF,NA,NA,https://en.wikipedia.org/wiki/Cartwright_Airport,YCA
1685,CYCB,medium_airport,Cambridge Bay Airport,69.1081008911,-105.138000488,90,NA,CA,CA-NU,Cambridge Bay,yes,CYCB,YCB,NA,NA,https://en.wikipedia.org/wiki/Cambridge_Bay_Airport,NA
1687,CYCD,medium_airport,Nanaimo Airport,49.054970224899996,-123.869862556,92,NA,CA,CA-BC,Nanaimo,yes,CYCD,YCD,NA,NA,https://en.wikipedia.org/wiki/Nanaimo_Airport,NA
1689,CYCG,medium_airport,Castlegar/West Kootenay Regional Airport,49.2963981628,-117.632003784,1624,NA,CA,CA-BC,Castlegar,yes,CYCG,YCG,NA,NA,https://en.wikipedia.org/wiki/Castlegar_Airport,NA
1690,CYCH,medium_airport,Miramichi Airport,47.007801,-65.449203,108,NA,CA,CA-NB,Miramichi,yes,CYCH,YCH,NA,NA,https://en.wikipedia.org/wiki/Miramichi_Airport,"CFB Chatham, RCAF Station Chatham"
1691,CYCL,medium_airport,Charlo Airport,47.990799,-66.330299,132,NA,CA,CA-NB,Charlo,yes,CYCL,YCL,NA,NA,https://en.wikipedia.org/wiki/Charlo_Airport,NA
1693,CYCO,medium_airport,Kugluktuk Airport,67.816704,-115.143997,74,NA,CA,CA-NU,Kugluktuk,yes,CYCO,YCO,NA,NA,https://en.wikipedia.org/wiki/Kugluktuk_Airport,Copper Mine Airport
1697,CYCS,medium_airport,Chesterfield Inlet Airport,63.346900939899996,-90.73110198970001,32,NA,CA,CA-NU,Chesterfield Inlet,yes,CYCS,YCS,NA,NA,https://en.wikipedia.org/wiki/Chesterfield_Inlet_Airport,NA
1701,CYCY,medium_airport,Clyde River Airport,70.4860992432,-68.5167007446,87,NA,CA,CA-NU,Clyde River,yes,CYCY,YCY,NA,NA,https://en.wikipedia.org/wiki/Clyde_River_Airport,NA
1703,CYDA,medium_airport,Dawson City Airport,64.04309844970703,-139.1280059814453,1215,NA,CA,CA-YT,Dawson City,yes,CYDA,YDA,NA,NA,https://en.wikipedia.org/wiki/Dawson_City_Airport,NA
1706,CYDF,medium_airport,Deer Lake Airport,49.21080017089844,-57.39139938354492,72,NA,CA,CA-NL,Deer Lake,yes,CYDF,YDF,NA,NA,https://en.wikipedia.org/wiki/Deer_Lake_Airport_(Newfoundland),NA
1710,CYDN,medium_airport,Dauphin Barker Airport,51.100799560546875,-100.052001953125,999,NA,CA,CA-MB,Dauphin,yes,CYDN,YDN,NA,NA,https://en.wikipedia.org/wiki/Dauphin_(Lt._Col_W.G._(Billy)_Barker_VC_Airport),NA
1712,CYDP,medium_airport,Nain Airport,56.549198150634766,-61.680301666259766,22,NA,CA,CA-NL,Nain,yes,CYDP,YDP,NA,NA,https://en.wikipedia.org/wiki/Nain_Airport,NA
1713,CYDQ,medium_airport,Dawson Creek Airport,55.7422981262207,-120.18299865722656,2148,NA,CA,CA-BC,Dawson Creek,yes,CYDQ,YDQ,NA,NA,https://en.wikipedia.org/wiki/Dawson_Creek_Airport,NA
1717,CYEG,large_airport,Edmonton International Airport,53.309700012200004,-113.580001831,2373,NA,CA,CA-AB,Edmonton,yes,CYEG,YEG,CYEG,http://www.edmontonairports.com/,https://en.wikipedia.org/wiki/Edmonton_International_Airport,YEA
1718,CYEK,medium_airport,Arviat Airport,61.0942001343,-94.07080078119999,32,NA,CA,CA-NU,Arviat,yes,CYEK,YEK,NA,NA,https://en.wikipedia.org/wiki/Arviat_Airport,NA
1722,CYER,medium_airport,Fort Severn Airport,56.01890182495117,-87.67610168457031,48,NA,CA,CA-ON,Fort Severn,yes,CYER,YER,NA,NA,https://en.wikipedia.org/wiki/Fort_Severn_Airport,NA
1726,CYEV,medium_airport,Inuvik Mike Zubko Airport,68.30419921880001,-133.483001709,224,NA,CA,CA-NT,Inuvik,yes,CYEV,YEV,NA,NA,https://en.wikipedia.org/wiki/Inuvik_(Mike_Zubko)_Airport,NA
1728,CYFA,medium_airport,Fort Albany Airport,52.20140075683594,-81.6968994140625,48,NA,CA,CA-ON,Fort Albany,yes,CYFA,YFA,NA,NA,https://en.wikipedia.org/wiki/Fort_Albany_Airport,NA
1729,CYFB,medium_airport,Iqaluit Airport,63.756402,-68.555801,110,NA,CA,CA-NU,Iqaluit,yes,CYFB,YFB,NA,NA,https://en.wikipedia.org/wiki/Iqaluit_Airport,Frobisher Bay Air Base
1730,CYFC,medium_airport,Fredericton Airport,45.868900299072266,-66.537200927734375,68,NA,CA,CA-NB,Fredericton,yes,CYFC,YFC,NA,NA,https://en.wikipedia.org/wiki/Greater_Fredericton_Airport,NA
1733,CYFH,medium_airport,Fort Hope Airport,51.5619010925293,-87.90779876708984,899,NA,CA,CA-ON,Fort Hope,yes,CYFH,YFH,NA,NA,https://en.wikipedia.org/wiki/Fort_Hope_Airport,NA
1734,CYFJ,medium_airport,La Macaza / Mont-Tremblant International Inc Airport,46.409401,-74.779999,827,NA,CA,CA-QC,Rivière Rouge,yes,CYFJ,YTM,NA,http://www.mtia.ca/,https://en.wikipedia.org/wiki/Rivi%C3%A8re_Rouge/Mont-Tremblant_International_Inc_Airport,"YFJ, CYTM"
1735,CYFO,medium_airport,Flin Flon Airport,54.6781005859375,-101.68199920654297,997,NA,CA,CA-MB,Flin Flon,yes,CYFO,YFO,NA,NA,https://en.wikipedia.org/wiki/Flin_Flon_Airport,NA
1737,CYFS,medium_airport,Fort Simpson Airport,61.76020050048828,-121.23699951171875,555,NA,CA,CA-NT,Fort Simpson,yes,CYFS,YFS,NA,NA,https://en.wikipedia.org/wiki/Fort_Simpson_Airport,NA
1738,CYFT,medium_airport,Makkovik Airport,55.076900482177734,-59.1864013671875,234,NA,CA,CA-NL,Makkovik,yes,CYFT,YMN,NA,NA,https://en.wikipedia.org/wiki/Makkovik_Airport,YFT
1739,CYGB,medium_airport,Texada Gillies Bay Airport,49.69419860839844,-124.51799774169922,326,NA,CA,CA-BC,Texada,yes,CYGB,YGB,NA,NA,https://en.wikipedia.org/wiki/Texada/Gillies_Bay_Airport,NA
1742,CYGH,medium_airport,Fort Good Hope Airport,66.24079895019531,-128.6510009765625,268,NA,CA,CA-NT,Fort Good Hope,yes,CYGH,YGH,NA,NA,https://en.wikipedia.org/wiki/Fort_Good_Hope_Airport,NA
1743,CYGK,medium_airport,Kingston Norman Rogers Airport,44.22529983520508,-76.5969009399414,305,NA,CA,CA-ON,Kingston,yes,CYGK,YGK,NA,http://www.cityofkingston.ca/residents/transportation/airport/index.asp,https://en.wikipedia.org/wiki/Kingston/Norman_Rogers_Airport,NA
1744,CYGL,medium_airport,La Grande Rivière Airport,53.625301361083984,-77.7042007446289,639,NA,CA,CA-QC,La Grande Rivière,yes,CYGL,YGL,NA,NA,https://en.wikipedia.org/wiki/La_Grande_Rivi%C3%A8re_Airport,NA
1746,CYGO,medium_airport,Gods Lake Narrows Airport,54.55889892578125,-94.49140167236328,617,NA,CA,CA-MB,Gods Lake Narrows,yes,CYGO,YGO,NA,NA,https://en.wikipedia.org/wiki/Gods_Lake_Narrows_Airport,NA
1747,CYGP,medium_airport,Gaspé (Michel-Pouliot) Airport,48.7752990723,-64.4785995483,112,NA,CA,CA-QC,Gaspé,yes,CYGP,YGP,NA,NA,https://en.wikipedia.org/wiki/Gasp%C3%A9_Airport,NA
1749,CYGR,medium_airport,Îles-de-la-Madeleine Airport,47.42470169067383,-61.778099060058594,35,NA,CA,CA-QC,Îles-de-la-Madeleine,yes,CYGR,YGR,NA,NA,https://en.wikipedia.org/wiki/%C3%8Eles-de-la-Madeleine_Airport,NA
